Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
80247;-0,499489996;1,197193097;1,324367108;-0,018724398;0,095174343;-0,930622883;0,976013972;-0,305483041;-0,090721484;-0,007649536;-0,065169279;-0,056352034;0,301308615;-0,750538666;0,921048292;0,278095884;-0,120246855;-0,204515671;-0,117520389;0,322020777;-0,346933242;-0,669614772;-0,040659322;0,332057653;-0,126755612;0,048318353;0,2021741;-0,071289631;21,83;-1
75348;0,063118914;-2,497070628;0,870631614;0,831756443;-2,111317784;0,594931455;-0,624738034;0,253138053;-0,554450289;0,63139811;1,245381739;0,274968968;-0,414136526;0,228314319;1,13565548;-0,779256787;-0,3409068;2,153163878;-1,87338355;0,573894666;0,321155321;0,108055851;-0,441094881;0,206545457;-0,112506456;-0,311739757;0,001289578;0,135004903;583;-1
162476;-0,597001204;0,591252856;1,504575105;-0,264029904;0,437266264;0,242717883;0,404872072;0,406676989;0,017380657;-0,62869718;0,227010568;-0,39281618;-2,238973412;0,505927911;-0,706468794;0,768064104;-1,01794297;0,570853521;-0,827730407;-0,297835614;-0,100701174;-0,496510057;0,05148634;0,560366421;-0,443230707;-1,136817289;0,148481604;0,161133547;14,89;-1
168703;1,878704785;-0,450458237;-3,114629101;-0,609587651;2,471530208;3,239255645;-0,443843231;0,815260274;0,873161809;-0,848497575;0,270021945;0,293636448;-0,358624436;-1,220509721;0,303083769;-0,083373069;1,000712509;-0,089451537;-0,021631583;0,023655332;-0,208871343;-0,608044994;0,167955313;0,587698472;-0,053771505;-0,074718132;-4,48E-04;-0,016323919;76,48;-1
128579;-0,091496129;0,647386655;0,446830769;-0,559029716;-0,445275535;0,021171015;-0,699941994;0,782127282;0,308636595;-1,050558012;0,883988594;0,410977439;-0,019393914;-1,035580285;0,389207191;1,787432529;-0,255803869;1,702687394;-0,831638625;-0,211408313;0,391241138;0,980314375;0,220292052;0,680758543;-1,367822051;0,262089992;0,02410854;0,082050476;10;-1
74277;0,914031889;-1,004022173;1,197504515;0,713277731;-1,44099669;0,50505727;-0,97645482;0,295583356;-0,609080438;0,794217251;1,140655418;0,811504624;0,137815961;-0,120425479;-0,002769261;-1,352707178;-0,051221346;1,567997396;-1,435201339;-0,298978774;-0,064672836;0,14086897;-0,082639662;0,200172911;0,210708302;-0,254978452;0,080229346;0,052544295;142;-1
52325;1,107684275;0,105754151;0,714471217;1,153895061;-0,551933587;-0,413856283;-0,167714688;0,054795889;-0,053480756;0,199218494;1,225468739;0,639615362;-0,501518195;0,523245129;0,454880508;0,589323735;-0,772338377;0,466744816;-0,186375776;-0,092319383;-0,013355543;-0,154404595;-0,001214929;0,287257989;0,353677391;-0,497430461;0,021004114;0,025787266;36;-1
36351;-1,618182145;1,540913946;0,791648079;0,591203732;-0,040555899;0,993766383;-0,465417567;1,3473821;-0,393912928;-0,331144229;-0,327883146;0,357413047;-0,801523615;0,750309041;-0,241543684;-0,148470593;0,214895704;0,300823715;1,250829926;0,020780758;-0,219585605;-0,594987719;-0,270488096;-1,195031704;0,497837136;-0,296496918;0,219454892;0,028023611;1;-1
119112;-0,516829307;-0,692023451;1,38909348;0,613399129;-1,375027525;1,420095287;0,619559351;0,186265067;-0,652919427;0,020542522;-1,704140607;0,126103743;0,872317161;-0,853860892;-0,787180295;-2,05646594;0,305017358;1,429928882;-0,003505044;0,255704197;-0,227212311;-0,366357101;0,811783606;0,58701705;-0,711120189;-0,741200018;0,222567336;0,254133247;311,39;-1
70475;-0,777528774;1,29871476;1,013341177;-0,016758194;-0,128532973;-0,362368853;0,172740018;0,624750492;-0,847437196;-0,609934351;1,751657454;0,951072834;0,09190287;0,113021022;0,385369835;0,346104859;0,275661328;-0,127726393;-0,241201645;-0,023338996;-0,129151957;-0,431518064;0,077841603;0,173642115;-0,265414857;0,073847318;0,134257746;0,023795986;1,98;-1
63240;1,27073446;-0,748054898;0,594409392;-0,590083114;-1,327730368;-0,802651876;-0,725481067;0,043383616;-0,460688012;0,61609493;-0,055713684;-1,559051999;-2,168048092;0,356291353;1,297871163;0,960448051;0,745626654;-1,848436621;0,131512511;-0,048009192;-0,051200656;-0,428020184;0,201613228;0,325679554;0,023588335;-0,468242206;0,00544557;0,023902421;44,18;-1
141369;-0,333036057;1,243873923;-0,773113887;-0,381117993;0,267433849;-1,373369492;0,733484801;0,15480988;-0,043007375;-1,297623128;-0,815738658;-0,747619982;-1,227712929;-0,431339393;0,610853857;0,37262595;0,643634727;0,768967041;-0,712893594;-0,367981608;0,31687254;0,785681132;-0,208239702;-0,123782208;-0,043862018;-0,17971677;-0,182597228;-0,00934001;25,42;-1
131564;-0,956595201;0,431712199;1,169006803;-3,92287095;0,186059025;-0,443379361;1,276654426;-0,183275208;1,411880996;-2,744257613;-0,936994879;1,395386522;1,319085356;-0,540746039;-0,277584505;-0,614725582;-0,664083035;-0,449363834;0,300211212;-0,096864299;-0,373118093;-0,930284516;-0,252714074;0,465295696;0,827475261;-1,342542585;-0,035924776;0,037932437;80;-1
117313;2,014390091;0,136616593;-1,64831936;1,391017582;0,374348676;-1,126505507;0,597319426;-0,368821835;0,335695829;0,278981476;-1,181809876;-0,155917913;-1,109093579;0,702920181;-0,417964789;-0,677278955;-0,102808805;-0,530140593;-0,194377723;-0,335021249;0,041261709;0,285805316;-0,008703996;-0,101281833;0,434832361;-0,483248506;-0,022189999;-0,062905859;18,23;-1
73329;-0,962380563;-1,339852789;1,43680032;-3,307711064;1,037985436;3,931020445;-1,91313871;1,30992688;-1,411434312;0,733173316;-0,945527113;-1,148912431;0,389592677;-1,214264826;-0,374300428;0,193538291;-0,107839123;1,045049115;-0,471548512;0,115027002;0,005705915;0,3333951;-0,223370729;1,006630955;0,556137496;-0,038074668;0,340095572;0,143270356;30,26;-1
77358;0,35584102;-1,008243207;-0,337747108;1,474322634;-0,382191342;-0,526281498;0,983215454;-0,344973602;-0,284738017;-0,208190955;-0,616005237;0,467192223;0,728787483;0,420035738;0,859448234;0,334723461;-0,610268733;-0,517141032;-0,111546475;0,866967444;-0,213407808;-1,710488831;-0,257796594;-0,161746503;0,162691425;-0,857591476;-0,075096978;0,107787675;477;-1
117559;0,068298497;0,776485435;-0,144079967;-0,964067857;1,026146915;-0,091963422;0,872863545;0,03497886;-0,231306375;-0,249322264;-0,151671795;0,487534923;0,114203618;0,248922421;-0,976865622;0,362302389;-0,999138185;0,013397309;0,544217405;0,002456702;-0,274300082;-0,635802062;-0,069733318;-1,164539468;-0,388801541;0,193495173;0,244963493;0,075670045;3,57;-1
123247;2,126362682;-1,361009018;-2,792952025;-1,872319335;0,513087175;0,257481752;-0,135325986;-0,165681825;-2,377454924;1,74405246;0,863195299;-0,119290977;0,402952575;0,500593772;-0,600739074;-1,941515632;1,146562134;-1,078090508;-0,579298422;-0,36564329;0,258234091;1,211011542;-0,227524496;-1,560472042;0,472441118;0,404426668;-0,037968496;-0,100962687;92,9;-1
56421;1,192121511;0,353234934;0,425504386;0,714606593;-0,2985412;-0,777831387;0,048506201;-0,114045139;-0,068538385;-0,341463026;0,530825123;0,691329647;0,644933911;-0,338530568;1,267556189;0,067775494;0,363065456;-0,915328773;-0,682560518;-0,092903736;-0,233358337;-0,614541551;0,19385781;0,373586776;0,116900942;0,102349485;-0,002770191;0,03163918;0,99;-1
117003;2,114429038;0,081537993;-2,077258019;0,082019441;0,37139939;-1,849103509;0,801978528;-0,60316046;0,265788196;0,03041513;-0,686312627;0,037590391;-0,525197184;0,902266657;0,417644726;-0,628201629;-0,222733328;-0,49977951;0,100657039;-0,254796065;0,149223031;0,541264617;-0,043446971;0,094655699;0,419992572;0,238275772;-0,090383945;-0,078063078;12,48;-1
122732;-0,614842845;1,234376065;1,011051889;2,464193666;1,649515512;0,315002069;0,870898167;0,175694576;-2,225324077;0,894347376;0,373916592;-0,208659488;-0,36207213;0,544763533;-1,304132641;1,079939586;-1,220688502;0,448530269;-1,667120987;-0,12239754;0,398515888;0,916514986;-0,260348344;0,688343454;-0,021826499;0,046579267;0,08662315;0,155801311;0,76;-1
154374;1,561642871;-0,313427257;-0,577258567;4,055284142;0,075312271;0,797761873;-0,072770791;0,147700182;-0,141864699;1,221575749;-1,930847157;-0,514529214;-0,93042052;-0,132421773;-1,73811355;0,44367274;-0,347405208;-0,345646632;-1,326393518;0,003778768;0,171028312;0,313839999;-0,036884805;0,594319891;0,031502586;0,095710784;-0,043414002;-0,013226832;176,03;-1
126383;2,043523071;-0,119606259;-1,18049316;0,226430695;0,054538998;-0,710823586;0,061417343;-0,15690457;0,331292717;0,248370498;0,640784477;0,925392223;-0,146012406;0,488692744;-0,617310279;0,192807202;-0,644675289;-0,247943328;0,557614794;-0,216425207;-0,261211567;-0,659841159;0,291238473;-0,340997261;-0,291641079;0,1989965;-0,075983674;-0,073902507;0,89;-1
144856;1,980398884;-0,128194387;-1,157583195;0,410260984;-0,021363182;-1,086024348;0,320185243;-0,400609146;0,379317988;0,018742457;-0,684684475;0,97725978;1,199085002;0,05844544;-0,063896399;-0,107446051;-0,403165118;-0,946662201;0,178904197;-0,050965734;-0,25710985;-0,661558216;0,266289457;-0,077764713;-0,259152044;0,196255634;-0,072837785;-0,050677693;49,99;-1
63941;1,18659455;-0,399170483;0,394292254;-0,584110095;-0,881148107;-0,749268367;-0,249215493;-0,001278798;1,809126941;-1,135655374;-0,299268939;0,475970997;-1,376722231;0,206654931;0,598931648;-1,496259377;0,729489097;-0,657713449;0,448385049;-0,241380245;-0,00341298;0,306860491;-0,09213334;0,425119995;0,706925895;-0,572374865;0,074863257;0,018601462;12,95;-1
83323;0,780298576;-0,459021258;0,742182577;1,34875866;-0,734738364;-0,060461753;-0,114671722;0,062165316;0,289580992;-0,114467109;-0,207338922;0,197613761;-0,073895997;0,221512266;1,554496153;0,276457002;-0,333032432;-0,343799818;-0,966911119;0,218194767;0,082058589;-0,163323901;-0,07560903;0,056894502;0,163075366;-0,486375322;0,02649103;0,066930075;196,98;-1
75002;-0,426081547;1,053479828;1,564037355;-0,030058273;-0,055912805;-0,879537607;0,754954928;-0,090783653;-0,456931973;-0,329582674;-0,33207242;0,155528015;0,420536683;0,06577834;0,805893975;0,18131581;-0,415449637;-0,397517382;0,009016835;0,138024491;-0,219036463;-0,563287539;-0,009203443;0,376052062;-0,178042451;0,069632049;0,265267135;0,122406005;9,99;-1
131226;2,232991428;-1,66136387;-0,314147389;-1,655641881;-1,445731176;0,361511843;-1,763153405;0,059779537;-0,68369119;1,422753765;-1,570094231;-0,379212366;1,800424594;-1,189926651;0,05831534;0,079345315;-0,011154726;0,407995582;-0,074138977;-0,244453013;-0,166045339;0,038580726;0,259285012;0,083449891;-0,411426742;-0,245237886;0,062317286;-0,022187758;44;-1
156005;1,984414909;-0,208854361;-0,538061514;0,322012215;-0,216294608;-0,199244615;-0,306735055;-0,016126277;0,874237414;-0,084900054;0,620630505;1,857468686;1,127637024;-0,122843083;-0,854548389;0,072265809;-0,729784208;-0,145870358;0,685221535;-0,159517973;-0,3585365;-0,789199406;0,362421642;-0,433715399;-0,355202439;-0,749481773;0,031397617;-0,047193685;1;-1
136896;-1,12777285;-7,64E-04;2,0868855;-1,15255079;0,167514816;0,978595306;-0,13919624;0,478695583;0,3115906;-0,732903532;-0,509870659;0,364897429;0,828682053;-0,596100542;0,006249742;1,34802565;-1,51382273;1,396459588;0,262192371;0,453596053;0,197055172;0,517313787;-0,333712304;-1,330807527;0,512190873;0,827319753;0,232434295;0,115947078;84,1;-1
35187;1,036584919;-0,276626952;1,18586346;1,746152951;-0,786662895;0,592725241;-0,548348686;0,315752271;1,346911283;-0,407967705;-1,217370759;0,638424256;-0,911234574;-0,608544834;-1,629815486;-1,113321999;0,812142824;-1,269797066;0,171778102;-0,205485281;-0,409601058;-0,784219893;0,072902016;0,064958884;0,395785411;-0,509906563;0,082894326;0,031215468;32,74;-1
126588;-1,903997647;0,691097615;0,606087118;-1,156873451;-0,71326266;-0,483207895;-0,136379053;0,793008806;0,349145889;-1,29704399;-1,293076586;0,375024438;-0,021510599;0,126256722;-0,764736573;0,91230773;-0,589293542;-0,00478119;-1,673508603;-0,530418072;0,377592598;0,726740944;-0,135140835;1,201533684;-0,32775315;0,23689124;-0,556351645;0,06956596;59,9;-1
71408;1,256255443;-1,060001237;1,029707237;-0,447786661;-1,804119641;-0,489158775;-1,201067169;0,099489466;0,171909094;0,535488673;-0,916164128;-1,4332713;-1,530499804;-0,349401267;0,565855691;1,29100409;0,395343079;-0,777374149;0,475528185;0,070554294;0,315801925;0,778173004;-0,135810975;0,347586165;0,384229079;-0,043056768;0,02798477;0,030615321;63,75;-1
37837;-0,398807317;0,503395475;1,31520732;-1,782611969;0,175341758;-0,308515792;0,315670886;-0,015526846;-1,587463801;-0,595377667;-0,102823902;-0,313089031;1,574380711;-1,590374128;0,449013293;1,501120656;0,737441658;-1,550482129;-0,214003553;0,188345422;-0,104980055;-0,412746995;-0,184974659;-0,533734416;0,366133844;-0,497784901;-0,005494254;-0,009299143;15;-1
155053;-1,681553221;1,127215535;-1,26975426;-0,479281411;0,244993494;-0,702927002;-0,327113338;0,888974606;0,123846177;-0,443955826;0,662785582;0,340794067;-0,943591836;-0,342463387;-0,646392176;0,824205906;0,566295394;0,782010963;-0,290064661;-0,300728844;0,103309021;0,150019597;-0,196311841;0,638819267;-0,6541814;0,299931807;-0,122630924;-0,029939359;7,98;-1
64289;-0,714610095;0,918331362;1,224232712;-0,132957586;0,576950738;0,240814809;0,447758546;0,288852948;-0,65966403;-0,329311438;2,033093278;1,04749789;0,497775486;-0,31333147;0,662768354;-0,041069426;0,28133421;-0,612708997;-0,512688885;0,05446231;-0,143623958;-0,291937754;0,167089504;-0,327954121;-0,299376078;0,104987763;0,162220513;0,064789156;3,56;-1
161612;1,988047613;0,119342221;-1,764219661;0,558297285;0,491042822;-0,410226657;-0,012206412;-0,076561602;0,402763394;-0,547012264;1,343471144;1,295959496;0,72372224;-1,703566866;-1,142556649;0,225329467;0,976760468;0,489500258;0,090650281;-0,086416152;0,032705954;0,392042649;0,058733809;0,661598068;0,093391769;0,585193278;-0,039962711;-0,031365421;5,17;-1
38470;-8,282595038;-6,053330845;0,26770214;-0,121232653;0,103624059;-0,702272469;0,637127523;-0,701142791;1,641727123;2,776222336;1,021612857;-0,2168614;0,149104571;-2,160531616;-0,923657296;1,749979942;-0,50499231;-1,208227602;1,385900704;-3,248195331;-1,888457651;0,649679392;1,622129955;0,189206741;1,497286199;-0,20093203;0,847781559;-0,341779322;263,32;-1
153598;0,333267547;0,625775374;-0,160545969;-0,704510915;1,004489186;-0,565370856;1,09131638;-0,31819898;0,293418555;-0,128450103;-1,265888212;-0,12933068;-0,160340742;-0,12787654;-0,606666044;-0,193809317;-0,569932945;-0,64806172;0,053165923;0,037329536;-0,273356833;-0,431640332;0,085843006;0,473086062;-0,661405039;0,115252901;0,09634635;-0,113637577;3,6;-1
141531;2,121467989;-1,031378449;-0,457450308;-0,749549082;-1,237498979;-0,783507997;-0,980228606;-0,133503169;0,151390544;0,729756472;-0,795059611;-0,522851301;0,09058956;-0,452259702;0,233152178;1,096754177;0,201155176;-1,224436578;0,366359564;-0,013429254;0,337511658;1,029406187;0,129372551;0,022400273;-0,175684565;-0,086107158;0,009805093;-0,045738179;29;-1
147114;-0,343372786;0,253538333;1,43641984;0,464879318;0,665621687;-0,571316315;0,375528002;-0,223210992;0,328375013;-0,186630153;-0,806179583;0,5788241;0,977532689;-0,572005748;-0,014153379;0,18710051;-0,884352751;-0,244921944;-0,716971837;-0,036799691;-0,093085825;-0,103132178;0,132479855;-0,064662522;-0,624472111;-1,056208114;-0,201202067;-0,055565153;5;-1
47295;-0,883190188;1,008038463;1,956005367;1,880220109;0,991537996;-0,593114037;1,374419239;-0,403959519;-1,734193953;0,297495067;-0,371287712;0,168343107;1,258165118;-0,138331987;0,046941167;0,182452872;-0,64185992;-0,420704432;-0,676442823;0,312726749;0,030191215;0,038944835;-0,217543568;0,409113783;0,57522694;0,004498563;-0,174389507;-0,14518404;57,94;-1
67965;1,152112371;0,662004403;-0,343381333;1,180111038;0,374708084;-0,435802359;0,164657327;0,012464752;-0,428654434;-0,571281486;2,125701481;0,918964374;0,328542457;-1,209394122;0,587103995;0,478062099;0,892882553;0,579531557;-0,696565182;-0,087077789;0,01706273;0,144614917;-0,112769766;-0,102008572;0,60522295;-0,316623141;0,051125866;0,044939479;1;-1
133191;-0,315807852;0,699103253;-0,288383996;-0,613731661;1,286546237;-0,768408246;0,873367706;-0,180741404;0,054473743;-0,107392916;1,250725961;0,581301735;-0,066909262;-1,095519955;-0,883383136;0,393246597;0,047984827;0,184731536;-8,67E-04;0,199138325;-0,375103473;-0,708909086;0,052470974;0,667236185;-0,442845751;0,065957338;0,200045401;-0,088204782;17,99;-1
30603;1,168740836;-0,163843518;0,587046877;0,858729851;-0,602971561;-0,140182903;-0,32228521;0,124234147;0,839478719;-0,224683365;-0,792112598;-0,159667582;-1,439301057;0,094170589;0,023548028;-0,564351801;0,435381333;-0,848601791;-0,162931125;-0,231655088;-0,094019317;-0,069151967;-0,027050214;0,106601446;0,429734392;0,444467486;-0,007074614;0,006776992;11,5;-1
84198;-1,079791409;1,111187397;1,846575252;-0,091185601;0,099804188;-0,910445163;0,668171988;-0,136245156;-0,418925698;-0,188342656;-0,344294946;-0,038831892;0,138452054;0,05562582;0,936019172;0,146727066;-0,369976096;-0,377374028;0,120535056;0,053228745;-0,23893574;-0,694348662;-0,212180474;0,375445538;0,152035902;0,122076581;0,021213425;0,114453218;8,99;-1
161511;2,031885338;-1,132582451;0,280654972;-0,3645687;-1,679165798;-0,284814758;-1,433776819;0,027706227;0,336308704;0,793182493;-1,100427253;0,195302521;1,149607903;-0,636020591;1,031464729;-0,54987482;-0,648830487;1,720385391;-1,283120474;-0,473206688;-0,123805677;0,216997226;0,290843835;-0,093187895;-0,675698252;0,616061113;0,022885583;-0,024823425;38,05;-1
134893;1,855915396;-0,645051159;-0,3148125;0,28613694;-0,857463202;-0,560366799;-0,509999284;-0,107474465;1,402870882;-0,269954436;-0,781931907;0,874215808;0,829649694;-0,338176418;0,481093013;0,009982675;-0,436747818;-0,045052001;-0,224311563;-0,033647376;0,233962115;0,823408555;0,075830857;0,053511054;-0,185624335;0,118796488;0,011429188;-0,029244903;74,95;-1
58902;-0,78053783;0,770556267;1,511554059;-0,777379467;0,5374888;-0,194843062;0,820198929;0,127447532;-0,692934151;-0,653857875;0,280730968;-0,234106825;-1,046631756;0,520011888;-0,15643944;0,84954262;-1,071417123;0,483775449;0,004429835;-0,061149404;-0,1504825;-0,674483276;-0,279386342;-0,535978224;0,377948366;0,125696303;-0,041039268;0,038358149;25,72;-1
64760;1,131840098;-0,918415282;0,193367393;-0,654204727;-1,109732757;-0,757756544;-0,413571848;-0,127721705;-1,049771958;0,772075087;1,373625856;-0,113782513;-0,2162399;0,168891582;0,065857786;1,278544496;0,032795668;-0,733644766;0,720869322;0,31837509;0,380289319;0,701701005;-0,247011738;0,366487513;0,535527984;-0,114465269;-0,030027655;0,023232924;137,94;-1
54233;-0,701678774;0,046580021;1,634287434;0,264890348;-1,543329285;0,69449612;-0,32248124;0,841459727;0,205580771;-0,781757833;0,984395143;0,797659649;-0,83571973;0,099142312;-0,365856307;-0,520692955;0,810014576;-0,205350379;1,342921978;0,196390279;0,036500188;-0,036232588;0,402011137;0,27462929;-0,436076866;1,057517169;-0,18031845;-0,083398313;142,76;-1
138816;-2,21854104;1,21122249;-0,32634543;0,763669764;-0,741353809;1,914051883;0,943715607;-5,294108173;1,432908739;2,441080704;1,508972216;0,879587662;0,370129871;-0,846966524;0,831897142;-1,238935825;-0,005700505;0,066515301;3,212670938;-1,347713662;2,981848043;-1,551762934;0,922800989;0,722660566;-1,848254626;-0,81657834;-0,757257793;-1,143818407;282,98;-1
125165;-2,539025333;-2,045281495;1,517124301;0,741198119;0,887664313;-0,068562192;-0,126308915;0,3382629;0,282725663;-0,397570626;0,414673844;0,258823548;-0,658341781;-0,003622785;-0,189867407;0,886331369;-1,118195933;1,10656435;-0,421408932;0,024437647;0,189333484;0,41247898;0,867441167;0,694407061;-0,133599931;-0,816279312;0,083044433;0,379680048;241,5;-1
144432;2,032653377;1,55E-05;-0,876848298;0,510384474;-0,301085464;-1,442349287;0,230920488;-0,393033356;0,430126028;0,056597475;-0,271020751;0,867516656;0,534955143;0,192349238;-0,050573271;-0,25371988;-0,165878079;-1,074025136;-0,016560729;-0,202797663;-0,255163931;-0,576909723;0,385646827;0,474685373;-0,336303169;0,167937781;-0,066654179;-0,05445796;1,98;-1
37730;0,972112664;-0,163896692;1,119963213;1,269238595;-0,763106587;0,079605118;-0,445664043;0,119324642;0,374408011;-0,095498071;-0,13082392;0,571699595;0,73034202;-0,10016923;1,606531236;0,368129702;-0,459958842;-0,170210099;-1,091758554;0,056902878;0,188051563;0,451845913;-0,056407732;0,093725669;0,254627556;-0,342588896;0,066515003;0,053022362;90;-1
25284;1,524472986;-0,850376491;-0,154614278;-1,450400728;-1,101025606;-1,037435677;-0,580893659;-0,251164578;-2,395151202;1,67941086;1,160445551;-0,468255015;-0,129408426;0,24791378;-0,37997556;-0,559811361;0,437990082;0,293900677;0,169033639;-0,366815488;-0,127879308;-0,013183256;-0,085621134;0,328601446;0,639021063;-0,0990723;-0,00895978;-0,005078542;10;-1
91380;2,013964894;0,280445148;-1,448536465;0,531140168;0,572173317;-0,505151719;0,040142075;-0,2065411;1,369802796;-0,61505973;2,441281853;-1,116209352;2,480415819;0,624924299;-1,296653443;0,330959664;1,02509279;0,204034595;-0,006078581;-0,142339635;-0,435377132;-0,888670695;0,35696452;0,573785633;-0,319973799;0,106630172;-0,084023691;-0,04383066;1,98;-1
170150;-0,863578693;1,041730964;0,722115956;-1,037921223;1,431186252;-0,720006672;1,188664167;-0,098284927;-0,65226235;-1,554760144;-0,626768212;-0,019119235;0,35271081;-1,065785491;-0,387240765;0,390580229;0,303879444;-0,364093084;-0,573002244;0,006386299;-0,33539832;-1,061778855;-0,285879605;0,519006593;0,617645951;0,212223682;-0,054874126;0,070328023;3,58;-1
78626;1,16252901;-0,239232561;0,58731003;-0,048967772;-0,680080933;-0,350771786;-0,379390528;0,010574921;0,141197438;-0,008533369;1,1747415;0,966030458;0,590695838;0,132579;0,594123743;0,792067325;-0,834742398;0,435335741;0,201311614;0,078377866;0,138530843;0,328090554;-0,114642762;0,089890744;0,248046196;1,068134542;-0,069917733;0,005205719;47,85;-1
73883;1,214267464;-0,667584835;0,484689166;-0,597234438;-1,115104633;-0,982155882;-0,337074647;-0,285183789;-0,959313899;0,530258401;0,015327063;0,067073285;1,334850134;-0,356448171;0,703235986;1,196141224;0,155787139;-1,699039904;0,568776343;0,344862304;-0,021740024;-0,356837185;0,033850116;0,407810298;0,231603167;-0,496110974;-0,001370892;0,042616904;108,9;-1
37991;-0,656765065;0,586825406;1,165071414;-1,214160202;0,194528832;-0,625261828;1,418956159;-0,291430562;-0,429286582;-0,34922774;0,828384715;-0,43973674;-1,79587662;0,542207748;-0,24883514;0,578917134;-0,853372417;-0,134553024;0,161814156;-0,122564941;-0,385966476;-1,208934342;-0,001503407;-0,029644357;-0,403427179;0,42645774;-0,298357406;-0,165863388;89,99;-1
100844;1,936634803;-0,514829021;0,147590693;0,379471439;-0,816377719;0,121249527;-1,11444082;0,151283083;2,476441566;-0,220918352;1,475177666;-1,719538758;1,503123865;1,352949841;-0,566904498;0,880314729;-0,197379672;0,848022948;-0,173332108;-0,213455988;-0,080743917;0,118253247;0,284208115;-0,437263872;-0,635405057;0,449252385;-0,042948778;-0,05785758;14,95;-1
